Alkersleben;99310;036200
Alkersum;25938;04681
Allenbach;55758;06786
Allendorf;07426;036730
Allendorf;35108;06407
Allendorf;35469;06452
Allendorf;56370;06486
Allenfeld;55595;06756
Allensbach;78476;07533
Alleringersleben;39343;039400
Allersberg;90584;09176
Allersdorf;98701;036781
Allershausen;85391;08166
Alleshausen;88422;07374
Alling;82239;08141
Allmannshofen;86695;08273
Allmannsweiler;88348;07582
Allmendingen;89604;07391
Allmenhausen;99713;036020
Allmersbach;71573;07191
Allmosen;01983;035753
Allrode;06507;039487
Allstedt;06542;034652
Almdorf;25821;04671
Almersbach;57610;02681
Almosmühle;93449;09975
Almstedt;31079;05060
Alpen;46519;02802
Alpenrod;57642;02662
Alperstedt;99195;036204
Alpirsbach;72275;07444
Alsau;53547;02638
Alsbach;56237;02601
Alsbach-Hähnlein;64665;06257
Alsdorf;52477;02404
Alsdorf;54668;06568
Alsdorf;57518;02741
Alsenz;67821;06362
Alsfeld;36304;06631
Alsheim;67577;06249
Alsleben;06425;034692
Alt Bennebek;24848;04624
Alt Bork;14822;033845
Alt Brieselang;14656;033232
Alt Bukow;18233;038294
Alt Duvenstedt;24791;04338
Alt Golm;15526;033631
Alt Jabel;19303;038759
Alt Karin;18236;038297
Alt Kätwin;18299;038459
Alt Krenzlin;19288;038751
Alt Krüssow;16928;03395
Alt Lanschvitz;18581;038301
Alt Lutterow;16837;033923
Alt Madlitz;15518;033607
Alt Mahlisch;15306;033602
Alt Meteln;19069;03867
Alt Mölln;23881;04542
Alt Necheln;19412;038483
Alt Poorstorf;23992;038429
Alt Rehse;17217;03962
Alt Ruppin;16827;03391
Alt Schönau;17192;039934
Alt Schwerin;17214;039932
Alt Stahnsdorf;15859;033678
Alt Tellin;17129;039991
Alt Tucheband;15328;033472
Alt Zachun;19230;038859
Alt Zauche;15913;03546
Altbach;73776;07153
Altbarnim;15320;033474
Altbrand;76726;07274
Altbrandsleben;39387;039407
Altdöbern;03229;035434
Altdorf;67482;06327
Altdorf;71155;07031
Altdorf;72655;07127
Altdorf;84032;08704
Altdorf;90518;09187
Altefähr;18573;038306
Alteglofsheim;93087;09453
Altena;58762;02352
Altenahr;53505;02643
Altenau;04931;035342
Altenau;38707;05328
Altenbach;04828;03425
Altenbamberg;55585;06708
Altenbeken;33184;05255
Altenberg;01773;035056
Altenberga;07768;036424
Altenberge;48341;02505
Altenbeuthen;07338;036737
Altenbrak;38889;039456
Altenbuch;97901;09392
Altenburg;04600;03447
Altendambach;98553;03681
Altendiez;65624;06432
Altendorf;01855;035022
Altendorf;92540;09675
Altendorf;96146;09545
Altenfeld;98701;036781
Altengesees;07356;036643
Altenglan;66885;06381
Altengottern;99991;036022
Altenhagen;17091;039600
Altenhagen;18236;038292
Altenhausen;39343;039052
Altenhof;16244;033363
Altenhof;17209;039924
Altenhof;24340;04351
Altenhof;54636;06527
Altenhof;54655;06594
Altenhof;67677;06303
Altenholz;24161;0431
Altenholz;24161;0431
Altenkirchen;18556;038391
Altenkirchen;57610;02681
Altenkirchen;66903;06386
Altenkrempe;23730;04561
Altenkunstadt;96264;09572
Altenmarkt;83352;08621
Altenmedingen;29575;05807
Altenmoor;25335;04121
Altenmünster;86450;08295
Altenpleen;18445;038323
Altenriet;72657;07127
Altenroda;06642;034465
Altensalzwedel;29416;039035
Altenstadt;63674;06047
Altenstadt;86972;08861
Altenstadt;89281;08337
Altenstadt;92665;09602
Altensteig;72213;07453
Altenthann;93177;09408
Altentreptow;17087;03961
Altenweddingen;39171;039205
Altenzaun;39596;039394
Alterkülz;56288;06762
Alterode;06543;034742
Altersbach;98587;036847
Altertheim;97237;09307
Altes Forsthaus;56130;
Altes Lager;14913;03372
Altfraunhofen;84169;08705
Altfriedland;15320;033476
Altfriesack;16818;033925
Alt-Galow;16278;033338
Altgersdorf;16259;033451
Altglietzen;16259;033369
Althegnenberg;82278;08202
Altheim;88499;07371
Altheim;89174;07340
Altheim;89605;07391
Altheimersberg;91788;09143
Althengstett;75382;07051
Althornbach;66484;06338
Althütte;71566;07183
Althüttendorf;16247;033361
Altjeßnitz;06800;03494
Altkalen;17179;039973
Altkirchen;04626;034491
Altkünkendorf;16278;033337
Altlandsberg;15345;033438
Altlay;56858;06543
Altleiningen;67317;06356
Altlewin;16259;033452
Altlüdersdorf;16775;03306
Altlußheim;68804;06205
Altmachern;54492;
Altmädewitz;16259;033456
Altmannstein;93336;09446
Altmersleben;39624;039080
Altmittweida;09648;03727
Altomünster;85250;08254
Altona;19294;038755
Altottenhain;04643;
Altötting;84503;08671
Altreetz;16259;033457
Altrich;54518;06571
Altrip;67122;06236
Alt-Schadow;15910;035473
Altscheid;54636;06527
Altshausen;88361;07584
Altstrimmig;56858;06545
Alt-Sührkow;17166;03996
Altthymen;16798;033093
Alttrebbin;16259;033474
Altusried;87452;08373
Altwarp;17375;039773
Altweidelbach;55469;06761
Altwigshagen;17379;039777
Altwittenbek;24214;0431
Altwustrow;16259;033457
Alveslohe;25486;04193
Alzenau;63755;06023
Alzey;55232;06731
Am Jägerberg;21227;
Am Quicken;82493;
Am Rainberge;34497;
Am Römerhof;61200;
Am Römerschacht;61200;
Am Rönndeich;21706;
Am Rüdesheimer Hafen;65385;
Am Sandkopf;34127;
Am Sandweiher;66849;06371
Am Springberg;76889;
Am Tekenberge;38350;05355
Amalienfelde;16766;033055
Amberg;86854;08241
Amberg;92224;09621
Amelinghausen;21385;04132
Amerang;83123;08075
Amerdingen;86735;09008
Amesdorf;39439;039262
Ammeldingen;54673;06564
Ammeldingen;54675;06566
Ammelstädt;07407;03672
Ammerbuch;72119;07073
Ammern;99974;03601
Ammerndorf;90614;09127
Ammersbek;22949;04532
Ammerthal;92260;09628
Amöneburg;35287;06429
Amorbach;63916;09373
Ampfing;84539;08636
Ampfurth;39387;039407
Amsdorf;06317;034601
Amselgraben;83329;
Amstetten;73340;07331
Amtsberg;09439;037209
Amtzell;88279;07520
An der Chaussee;25840;
An der Rhumequelle;37434;
Andechs;82346;08152
Andenhausen;36452;036964
Anderbeck;38836;039422
Anderlingen;27446;04284
Andernach;56626;02632
Andervenne;49832;05902
Andisleben;99189;036201
Andrichstadt;83364;08662
Angelbachtal;74918;07265
Angelburg;35719;06464
Angelhof I u. II;67346;
Angelroda;99338;036207
Anger;83454;08656
Anger;83565;08656
Angermünde;16278;03331
Angern;39326;039363
Angersdorf;06179;0345
Angl;83739;08064
Anhausen;56584;02639
Ankermühle;37308;
Ankershagen;17219;039921
Anklam;17389;03971
Ankum;49577;05462
Anna Luisenhof;18239;038207
Annaberg;67098;
Annaberg-Buchholz;09456;03733
Annaburg;06925;035385
Annahütte;01994;035754
Annarode;06308;034772
Anning;83368;08621
Annweiler;76855;06346
Anröchte;59609;02947
Ansbach;91522;0981
Anschau;56729;02656
Antdorf;82387;08856
Antrifttal;36326;06692
Antweiler;53533;02693
Anzing;85646;08121
Apelern;31552;05043
Apen;26689;04489
Apenburg;38486;039001
Apensen;21641;04167
Apfeldorf;86974;08869
Apfelstädt;99192;036202
Apfeltrach;87742;08261
Apolda;99510;03644
Appel;21279;04168
Appelbeck;21279;04165
Appeln;27616;04747
Appen;25482;04101
Appenheim;55437;06725
Appenrode;99768;036331
Appensee;74597;07967
Appenweier;77767;07805
Apperting;83376;08667
Arbach;56769;02657
Arberg;91722;09822
Aremberg;53533;02693
Arendsee;17291;039855
Arendsee;39619;039384
Arenrath;54518;06575
Arensdorf;06369;034975
Arensdorf;15518;033635
Arenshausen;37318;036081
Arensnest;14827;033849
Arenzhain;03253;035322
Aresing;86561;08252
Arft;56729;02655
Argenbühl;88260;07566
Argenschwang;55595;06706
Argenthal;55496;06761
Arholzen;37627;05532
Arkebek;25767;04835
Arleting;83374;08669
Arlewatt;25860;04846
Armsheim;55288;06734
Armstedt;24616;04324
Armstorf;21769;04773
Arnbruck;93471;09945
Arneburg;39596;039321
Arnis;24399;04642
Arnsau;53547;02638
Arnsbach;07330;036731
Arnsberg;59755;02931
Arnsberg;59757;02931
Arnsberg;59759;02931
Arnsberg;59821;02931
Arnsberg;59823;02931
Arnschwang;93473;09977
Arnsdorf;01477;035200
Arnsdorf;06917;03537
Arnsgereuth;07318;036736
Arnsgrün;07952;037431
Arnshöfen;56244;02666
Arnsnesta;04916;03535
Arnstadt;99310;03628
Arnstedt;06333;034785
Arnstein;56379;
Arnstein;97450;09363
Arnstorf;94424;08723
Arpsdorf;24634;04324
Arpshagen;23948;038825
Arrach;93474;09943
Arras;09326;037382
Artamhof;66849;06371
Artern;06556;03466
Artlenburg;21380;04153
Arzbach;56337;02603
Arzberg;04886;034222
Arzberg;95659;09233
Arzfeld;54687;06550
Asbach;53567;02683
Asbach;55758;06786
Asbach;89522;07321
Asbach;98574;03683
Asbach-Bäumenheim;86663;0906
Asbacherhütte;55758;06786
Asbach-Sickenberg;37318;
Ascha;94347;09961
Aschaffenburg;63739;06021
Aschaffenburg;63741;06021
Aschaffenburg;63743;06021
Aschara;99958;03603
Aschau;07426;036738
Aschau;83229;08052
Aschau;84544;08638
Aschbach;67753;06304
Aschbach;83739;08064
Ascheberg;24326;04526
Ascheberg;59387;02593
Ascheffel;24358;04353
Aschendorf;26871;04962
Aschenhausen;98634;036966
Aschenhütte;37412;
Aschersleben;06449;03473
Aschheim;85609;089
Aseleben;06317;034774
Asendorf;21271;04183
Asendorf;27330;04253
Aspach;71546;07191
Aspach;99880;03622
Aspelhorn;21388;04132
Aspenstedt;38822;039427
Asperg;71679;07141
Aspisheim;55459;06727
Assamstadt;97959;06294
Asselfingen;89176;07345
Aßlar;35614;06441
Aßling;85617;08092
Ast;83565;
Ast;93449;09972
Astert;57627;02688
Ateritz;06901;034921
Athenstedt;38822;039427
Attendorn;57439;02722
Attenhausen;56370;02604
Attenhofen;84091;08753
Attenkirchen;85395;08168
Attenweiler;88448;07357
Atterwasch;03172;035692
Atting;94348;09429
Atzelgift;57629;02662
Atzendorf;39443;039266
Atzlbach;83364;08666
Au;76474;07245
Au;79280;0761
Au;83364;0861
Au;83546;08073
Au;84072;08752
Aub;97239;09335
Aubstadt;97633;09761
Audenhain;04838;034244
Auderath;56766;02676
Aue;08280;03771
Aue a Berg;07318;03671
Auel;56357;06771
Auen;55569;06754
Auenwald;71549;07191
Auerbach;08209;03744
Auerbach;09392;03721
Auerbach;91275;09643
Auerbach;94530;09901
Auerberg;95703;
Auerstedt;99518;036461
Auetal;31749;05753
Aufhausen;93089;09454
Aufkirchen;82282;08145
Aufseß;91347;09198
Auggen;79424;07631
Augsburg;86150;0821
Augsburg;86152;0821
Augsburg;86153;0821
Augsburg;86154;0821
Augsburg;86156;0821
Augsburg;86157;0821
Augsburg;86159;0821
Augsburg;86161;0821
Augsburg;86163;0821
Augsburg;86165;0821
Augsburg;86167;0821
Augsburg;86169;0821
Augsburg;86179;0821
Augsburg;86199;0821
Augsdorf;06308;03476
Augustdorf;32832;05237
Augustusburg;09573;037291
Auhagen;31553;05725
Auhausen;86736;09832
Auhof;74564;07951
Aukrug;24613;04873
Auleben;99765;036333
Aulendorf;88326;07525
Aull;65582;06432
Aulosen;39615;039395
Auma;07955;036626
Aumühle;21521;04104
Aura;97717;09704
Aura;97773;09356
Aurach;91589;09804
Aurachtal;91086;09132
Aurich;26603;04941
Aurich;26605;04941
Aurich;26607;04941
Ausacker;24975;04634
Ausleben;39393;039404
Außernzell;94532;09903
Authausen;04849;034243
Auufer;25548;04822
Auw;54597;06552
Auw;54664;06562
Auwies;94568;
Aventoft;25927;04664
Averlak;25715;04855
Axien;06922;035386
Axstedt;27729;04748
Aying;85653;08095
Ayl;54441;06581
Aystetten;86482;0821
Azmannsdorf;99198;0361
Azmannsdorf;99198;0361
Baabe;18586;038303
Baalberge;06408;03471
Baar;56729;02656
Baar;86674;08276
Baar-Ebenhausen;85107;08453
Baarz;19309;038758
Baasdorf;06388;03496
Babben;03246;035324
Bäbelin;23992;038429
Baben;39596;039388
Babenhausen;64832;06073
Babenhausen;87727;08333
Babensham;83547;08071
Babke;17237;039829
Babst;23992;038429
Bach;04828;034383
Bach;83364;08666
Bach;83739;08025
Bach;93090;09403
Bacharach;55422;06743
Bachenberg;57610;02681
Bachfeld;96528;036766
Bachhagel;89429;09077
Bächingen;89431;07325
Bachzelten;84428;08086
Backnang;71522;07191
Bad Abbach;93077;09405
Bad Aibling;83043;08061
Bad Alexandersbad;95680;09232
Bad Arolsen;34454;05691
Bad Bayersoien;82435;08845
Bad Bederkesa;27624;04745
Bad Bellingen;79415;07635
Bad Bentheim;48455;05922
Bad Bergzabern;76887;06343
Bad Berka;99438;036458
Bad Berleburg;57319;02751
Bad Berneck;95460;09273
Bad Bertrich;56864;02674
Bad Bevensen;29549;05821
Bad Bibra;06647;034465
Bad Birnbach;84364;08563
Bad Blankenburg;07422;036741
Bad Bocklet;97708;09708
Bad Bodenteich;29389;05824
Bad Brambach;08648;037438
Bad Bramstedt;24576;04192
Bad Breisig;53498;02633
Bad Brückenau;97769;09741
Bad Buchau;88422;07582
Bad Camberg;65520;06434
Bad Colberg-Heldburg;98663;036871
Bad Ditzenbach;73342;07334
Bad Doberan;18209;038203
Bad Driburg;33014;05253
Bad Düben;04849;034243
Bad Dürkheim;67098;06322
Bad Dürrenberg;06231;03462
Bad Dürrheim;78073;07706
Bad Eilsen;31707;05722
Bad Elster;08645;037437
Bad Ems;56130;02603
Bad Emstal;34308;05624
Bad Endbach;35080;02776
Bad Endorf;83093;08053
Bad Essen;49152;05472
Bad Feilnbach;83075;08066
Bad Frankenhausen;06567;034671
Bad Freienwalde;16259;03344
Bad Friedrichshall;74177;07136
Bad Füssing;94072;08531
Bad Gandersheim;37581;05382
Bad Gottleuba;01816;035023
Bad Griesbach;94086;08532
Bad Grönenbach;87730;08334
Bad Grund;37539;05327
Bad Harzburg;38667;05322
Bad Heilbrunn;83670;08046
Bad Herrenalb;76332;07083
Bad Hersfeld;36251;06621
Bad Homburg;61348;06172
Bad Homburg;61350;06172
Bad Homburg;61352;06172
Bad Honnef;53604;02224
Bad Hönningen;53557;02635
Bad Iburg;49186;05403
Bad Karlshafen;34385;05672
Bad Kissingen;97688;0971
Bad Kleinen;23996;038423
Bad Klosterlausnitz;07639;036601
Bad Kohlgrub;82433;08845
Bad König;64732;06063
Bad Königshofen;97631;09761
Bad Kösen;06628;034463
Bad Köstritz;07586;036605
Bad Kreuznach;55543;0671
Bad Kreuznach;55545;0671
Bad Krozingen;79189;07633
Bad Laasphe;57334;02752
Bad Laer;49196;05424
Bad Langensalza;99947;03603
Bad Lauchstädt;06246;034635
Bad Lausick;04651;034345
Bad Lauterberg;37431;05524
Bad Liebenstein;36448;036961
Bad Liebenwerda;04924;035341
Bad Liebenzell;75378;07052
Bad Lippspringe;33175;05252
Bad Marienberg;56470;02661
Bad Mergentheim;97980;07931
Bad Münder;31848;05042
Bad Münster-Ebernburg;55583;06708
Bad Münstereifel;53902;02253
Bad Muskau;02953;035771
Bad Nauheim;61231;06032
Bad Nenndorf;31542;05723
Bad Neuenahr-Ahrweiler;53474;02641
Bad Neustadt;97616;09771
Bad Oeynhausen;32545;05731
Bad Oeynhausen;32547;05731
Bad Oeynhausen;32549;05731
Bad Oldesloe;23843;04531
Bad Orb;63619;06052
Bad Peterstal-Griesbach;77740;07806
Bad Pyrmont;31812;05281
Bad Rappenau;74906;07264
Bad Reichenhall;83435;08651
Bad Rippoldsau-Schapbach;77776;07839
Bad Rodach;96476;09564
Bad Rothenfelde;49214;05424
Bad Saarow-Pieskow;15526;033631
Bad Sachsa;37441;05523
Bad Säckingen;79713;07761
Bad Salzdetfurth;31162;05063
Bad Salzschlirf;36364;06648
Bad Salzuflen;32105;05222
Bad Salzuflen;32107;05222
Bad Salzuflen;32108;05222
Bad Salzungen;36433;03695
Bad Sassendorf;59505;02927
Bad Saulgau;88348;07581
Bad Schandau;01814;035022
Bad Schmiedeberg;06905;034925
Bad Schönborn;76669;07253
Bad Schussenried;88427;07583
Bad Schwalbach;65307;06124
Bad Schwartau;23611;0451
Bad Segeberg;23795;04551
Bad Sobernheim;55566;06751
Bad Soden;65812;06196
Bad Soden-Salmünster;63628;06056
Bad Sooden-Allendorf;37242;05652
Bad Staffelstein;96231;09573
Bad Steben;95138;09288
Bad Suderode;06507;039485
Bad Sulza;99518;036461
Bad Sülze;18334;038229
Bad Teinach-Zavelstein;75385;07053
Bad Tennstedt;99955;036041
Bad Tölz;83646;08041
Bad Überkingen;73337;07331
Bad Urach;72574;07125
Bad Vilbel;61118;06101
Bad Waldsee;88339;07524
Bad Wiessee;83707;08022
Bad Wildbad;75323;07081
Bad Wildungen;34537;05621
Bad Wilsnack;19336;038791
Bad Wimpfen;74206;07063
Bad Windsheim;91438;09841
Bad Wörishofen;86825;08247
Bad Wünnenberg;33181;02953
Bad Wurzach;88410;07564
Bad Zwesten;34596;05626
Bad Zwischenahn;26160;04403
Badbergen;49635;05433
Baddeckenstedt;38271;05345
Badeborn;06493;039483
Badekow;19258;038842
Badel;39624;039009
Badem;54657;06563
Baden-Baden;76530;07221
Baden-Baden;76532;07221
Baden-Baden;76534;07221
Badendorf;23619;0451
Badenhard;56291;06746
Badenhausen;37534;05522
Badenheim;55576;06701
Badenmühle;18209;038203
Badenweiler;79410;07632
Badersleben;38836;039422
Badingen;16775;03307
Badingen;39579;039324
Badisch Schöllenbach;64754;
Badow;19209;038874
Badra;99706;03632
Baek;19348;038782
Baesweiler;52499;02401
Bagemühl;17326;039742
Bagenz;03130;035697
Bagow;14778;033838
Bahlenhüschen;19089;03861
Bahlingen;79353;07663
Bahnhof Zimmernsupra-Töttelstädt;99100;
Bahnhof Zimmernsupra-Töttelstädt;99100;
Bahnitz;14715;033877
Bahnsdorf;01983;035751
Bahnsdorf;04895;035365
Bahnstock;88441;07582
Bahratal;01816;035023
Bahrdorf;38459;05358
Bahren;03249;035323
Bahrenborstel;27245;05763
Bahrendorf;39171;039205
Bahrenfleth;25569;04824
Bahrenhof;23845;04550
Bahrenhorst;18211;038203
Bahretal;01819;035025
Bahro;15898;033656
Baienfurt;88255;0751
Baierbach;84171;08705
Baierbrunn;82065;089
Baierhof;73079;
Baiern;85625;08093
Baiersbronn;72270;07442
Baiersdorf;91083;09133
Baindt;88255;07502
Baisweil;87650;08340
Baitz;14806;033841
Bäk;23909;04541
Bakum;49456;04446
Bälau;23881;04542
Balderschwang;87538;08328
Baldham;85598;08106
Baldringen;54314;06587
Balduinstein;65558;06432
Balesfeld;54597;06553
Balge;31609;05022
Balgheim;78582;07424
Balgstädt;06632;034464
Balingen;72336;07433
Balje;21730;04753
Balkenkoppel;18320;038225
Ballendorf;89177;07340
Ballenstedt;06493;039483
Ballerstedt;39606;039328
Ballhausen;99955;036041
Ballrechten-Dottingen;79282;07634
Ballstädt;99869;036255
Ballstedt;99439;036452
Balow;19300;038752
Bälow;19322;038791
Baltmannsweiler;73666;07153
Baltrum;26579;04939
Balve;58802;02375
Balzhausen;86483;08281
Balzheim;88481;07347
Bamberg;96047;0951
Bamberg;96049;0951
Bamberg;96050;0951
Bamberg;96052;0951
Bamme;14715;03385
Bammental;69245;06223
Bandau;38486;039000
Bandekow;19249;038855
Bandekow;19273;038844
Bandelin;17506;038353
Bandenitz;19230;038859
Bandow;18258;03844
Bann;66851;06371
Bannberscheid;56424;02602
Bannesdorf;23769;04372
Bannewitz;01728;0351
Banteln;31029;05182
Bantikow;16868;033979
Bantin;19246;038851
Banzendorf;16835;033933
Banzenhof;54619;06559
Banzin;19260;038848
Banzkow;19079;03868
Barbelroth;76889;06343
Barbing;93092;09401
Barby;39249;039298
Barchfeld;36456;036961
Bardenitz;14913;033748
Bardowick;21357;04131
Bärenbach;55483;06543
Bärenbach;55758;06784
Bärenbach;73655;
Bärenbrunnerhof;66996;06391
Bärenbrunnermühle;66996;06391
Barenburg;27245;04273
Barendorf;21397;04137
Barendorf;23936;03841
Bärenhof;73529;07165
Bärenklau;03172;035691
Bärenklau;16727;033052
Bärenstein;01768;035054
Bärenstein;09471;037347
Bärenthal;78580;07466
Barenthin;16866;033972
Bargenstedt;25704;04832
Bargfeld-Stegen;23863;04532
Bargholz;25563;04822
Bargischow;17398;03971
Bargstall;24806;04335
Bargstedt;21698;04164
Bargstedt;24793;04392
Bargteheide;22941;04532
Bargum;25842;04672
Bark;23826;04558
Barkelsby;24360;04358
Barkenholm;25791;04836
Barkhorn;24863;04627
Barkow;19395;038735
Barleben;39179;039203
Barlt;25719;04857
Barmissen;24245;04302
Barmstedt;25355;04123
Bärnau;95671;09635
Barneberg;39393;039402
Barnekow;23968;03841
Barnewitz;14715;033876
Barnin;19089;03863
Barnitz;23858;04533
Bärnsdorf;01471;035207
Barnstädt;06268;034771
Barnstedt;21406;0451
Barnstorf;49406;05442
Barntrup;32683;05263
Barsbek;24217;04344
Barsbüttel;22885;040
Barsdorf;16775;033087
Barsikow;16845;03391
Barsinghausen;30890;05105
Barßel;26676;04499
Bartelshagen II;18314;038227
Bartenshagen;18209;038203
Bartensleben;39343;039050
Barth;18356;038231
Bartholomä;73566;07173
Bartow;17089;039991
Barum;21357;04133
Barum;29576;05806
Baruth;15837;033704
Barver;49453;05448
Bärwalde;14913;033744
Barwedel;38476;05366
Barweiler;53534;02691
Bärweiler;55606;06751
Barzig;01994;035329
Basberg;54578;06593
Basdahl;27432;04766
Basdorf;16352;033397
Basdorf;16818;033929
Basedow;17139;03998
Basedow;21483;04153
Bassenheim;56220;02625
Bassum;27211;04241
Bastheim;97654;09773
Basthorst;21493;04159
Bastorf;18230;038293
Battaune;04838;034244
Battenberg;35088;06452
Battenberg;67271;06359
Battgendorf;99625;03635
Battin;06917;03537
Battinsthal;17328;039746
Battweiler;66484;06337
Batzlow;15377;033437
Bauda;01561;03522
Baudenbach;91460;09164
Bauerbach;98617;036945
Bauerkuhl;19372;038721
Bauler;53534;02692
Bauler;54673;06524
Baumersroda;06632;034632
Baumgarten;16775;033083
Baumgarten;18246;038462
Baumholder;55774;06783
Baunach;96148;09544
Baunatal;34225;0561
Bausendorf;54538;06532
Baustert;54636;06527
Bautzen;02625;03591
Bawinkel;49844;05963
Bayerbach;84092;08774
Bayerbach;94137;08532
Bayerfeld-Steckweiler;67808;06362
Bayerisch Eisenstein;94252;09925
Bayerisch Gmain;83457;08651
Bayreuth;95444;0921
Bayreuth;95445;0921
Bayreuth;95447;0921
Bayreuth;95448;0921
Bayrischzell;83735;08023
Bebendorf;37308;036082
Bebensee;23816;04552
Beberstedt;99976;036023
Bebertal;39343;039062
Beblinstetten;87770;
Bebra;36179;06622
Becheln;56132;02603
Bechelsdorf;23923;038828
Bechenheim;55234;06736
Becherbach;55608;06757
Becherbach;67827;06364
Bechhofen;66894;06372
Bechhofen;91572;09822
Bechstedt;07426;036730
Bechstedtstraß;99428;03643
Bechtheim;67595;06242
Bechtolsheim;55234;06733
Bechtsrieth;92699;09651
